merchan_id,avg_amount_days,transaction_amount,is_declined,number_declines_days,foreign_transaction,high_risk_countries,daily_chbk_avg_amt,6m_avg_chbk_amt,6m_chbk_freq,is_fradulent
6426205577,745.0003618,10430.00507,no,1,no,no,0,0,0,non-fraudulent
3982735801,782.9735627,10178.65632,no,1,no,no,0,0,0,non-fraudulent
6555865033,612.91802,9806.68832,no,1,no,no,0,0,0,non-fraudulent
5598366413,483.0730371,9661.460742,no,1,no,no,0,0,0,non-fraudulent
6273697394,392.4646374,9419.151298,no,1,no,no,0,0,0,non-fraudulent
4021575581,489.2737983,8806.928369,no,1,no,no,0,0,0,non-fraudulent
3731079653,438.9596391,8779.192782,no,1,no,no,0,0,0,non-fraudulent
4614659386,348.1018623,8702.546558,no,1,no,no,0,0,0,non-fraudulent
6353607761,433.5656938,8237.748182,no,1,no,no,0,0,0,non-fraudulent
4174243565,429.2798246,8156.316667,no,1,no,no,0,0,0,non-fraudulent
5551800658,740.7283284,8148.011612,no,1,no,no,0,0,0,non-fraudulent
5417361183,606.4889114,7884.355848,no,1,no,no,0,0,0,non-fraudulent
3675302818,535.8868722,7502.416211,no,1,no,no,0,0,0,non-fraudulent
3913164374,310.0229388,7440.550531,no,1,no,no,0,0,0,non-fraudulent
6600249491,614.5222712,7374.267254,no,1,no,no,0,0,0,non-fraudulent
4355212819,458.8703531,7341.92565,no,1,no,no,0,0,0,non-fraudulent
4430864922,300.3256411,7207.815386,no,1,no,no,0,0,0,non-fraudulent
6634664569,297.5838707,6249.261285,no,1,no,no,0,0,0,non-fraudulent
6206183790,758.34686,6066.77488,no,1,yes,no,0,0,0,non-fraudulent
4458218507,671.2152134,6040.936921,no,1,no,no,0,0,0,non-fraudulent
4915194001,271.1580416,5965.476915,no,1,no,no,0,0,0,non-fraudulent
5483361785,310.8834545,5906.785636,no,1,no,no,0,0,0,non-fraudulent
5968013640,210.497371,5683.429017,no,1,no,no,0,0,0,non-fraudulent
6233352098,212.5532511,5526.384529,no,1,no,no,0,0,0,non-fraudulent
4337799195,302.124577,5438.242386,no,1,no,no,0,0,0,non-fraudulent
5864647309,190.7838116,5341.946725,no,1,yes,no,0,0,0,non-fraudulent
6406791707,379.5732066,5314.024892,no,1,no,no,0,0,0,non-fraudulent
5135287371,306.3084233,5207.243196,no,1,no,no,0,0,0,non-fraudulent
6208245083,371.1094115,5195.531761,no,1,no,no,0,0,0,non-fraudulent
4716313355,506.5219712,5065.219712,no,1,no,no,0,0,0,non-fraudulent
4459558995,166.5475604,4663.331691,no,1,yes,no,0,0,0,non-fraudulent
6089681489,232.4384564,4648.769128,no,1,no,no,0,0,0,non-fraudulent
3411546968,577.8632006,4622.905605,no,1,yes,no,0,0,0,non-fraudulent
4091865330,284.8343405,4557.349448,no,1,no,no,0,0,0,non-fraudulent
4715643215,303.0168416,4242.235782,no,1,no,no,0,0,0,non-fraudulent
5451493405,371.9186482,4091.10513,no,1,no,no,0,0,0,non-fraudulent
3961376797,310.5582843,4037.257696,no,1,no,no,0,0,0,non-fraudulent
4365711086,562.0941363,3934.658954,no,1,yes,no,0,0,0,non-fraudulent
4558168151,188.0157535,3760.31507,no,1,no,no,0,0,0,non-fraudulent
5758435336,732.3022085,3661.511043,no,1,no,no,0,0,0,non-fraudulent
6365279752,724.3325122,3621.662561,no,1,no,no,0,0,0,non-fraudulent
5841499701,113.1765074,3395.295222,no,1,no,no,0,0,0,non-fraudulent
3565697089,233.6998825,3271.798355,no,1,no,no,0,0,0,non-fraudulent
6301038665,155.7442568,3270.629393,no,1,no,no,0,0,0,non-fraudulent
5959669831,177.2136591,3189.845864,no,1,no,no,0,0,0,non-fraudulent
5196673540,389.2799907,3114.239926,no,1,no,no,0,0,0,non-fraudulent
4355776611,620.8902059,3104.45103,no,1,no,no,0,0,0,non-fraudulent
6618748647,257.1421818,3085.706182,no,1,no,no,0,0,0,non-fraudulent
4669661257,375.0078878,3000.063102,no,1,no,no,0,0,0,non-fraudulent
5202788252,268.2511289,2950.762418,no,1,no,no,0,0,0,non-fraudulent
4352679197,324.7986169,2923.187552,no,1,no,no,0,0,0,non-fraudulent
3809569149,292.0606699,2920.606699,no,1,no,no,0,0,0,non-fraudulent
6145796047,134.6739194,2828.152307,no,1,no,no,0,0,0,non-fraudulent
3671190139,662.3495406,2649.398162,no,1,yes,no,0,0,0,non-fraudulent
6520083740,587.2922578,2349.169031,no,1,no,no,0,0,0,non-fraudulent
4856954433,148.0469177,2220.703766,no,1,no,no,0,0,0,non-fraudulent
5751895828,239.7769938,1918.21595,no,1,no,no,0,0,0,non-fraudulent
6146799075,629.8929033,1889.67871,no,1,no,no,0,0,0,non-fraudulent
5544595318,929.008108,1858.016216,no,1,yes,no,0,0,0,non-fraudulent
5131667685,117.4376473,1761.56471,no,1,no,no,0,0,0,non-fraudulent
5720762549,567.6955957,1703.086787,no,1,yes,no,0,0,0,non-fraudulent
5428010720,316.8373062,1584.186531,no,1,no,no,0,0,0,non-fraudulent
5241583810,327.7800332,1311.120133,no,1,no,no,0,0,0,non-fraudulent
5518736216,397.4456063,1192.336819,no,1,no,no,0,0,0,non-fraudulent
4210822923,141.2026094,1129.620875,no,1,no,no,0,0,0,non-fraudulent
4040797922,361.4048619,1084.214586,no,1,no,no,0,0,0,non-fraudulent
5749828442,317.9088594,953.7265782,no,1,no,no,0,0,0,non-fraudulent
5730727851,81.20431704,893.2474874,no,1,yes,no,0,0,0,non-fraudulent
4444641352,392.413747,784.827494,no,1,no,no,0,0,0,non-fraudulent
3160041996,185.5,742,yes,1,no,no,0,0,0,non-fraudulent
5548509355,103.4037403,723.8261821,no,1,no,no,0,0,0,non-fraudulent
5208894462,236.1417957,708.4253871,no,1,no,no,0,0,0,non-fraudulent
3349221228,537.2396194,537.2396194,no,1,no,no,0,0,0,non-fraudulent
4496530005,38.3087065,536.321891,no,1,no,no,0,0,0,non-fraudulent
6566159384,298.5685847,298.5685847,no,1,no,no,0,0,0,non-fraudulent
6354227738,45.03203552,180.1281421,no,1,no,no,0,0,0,non-fraudulent
4639597637,5.704093201,165.4187028,no,1,no,no,0,0,0,non-fraudulent
6502333956,895.3100423,0,no,1,yes,no,0,0,0,non-fraudulent
6654871637,894.5480298,0,no,1,no,no,0,0,0,non-fraudulent
4354864246,871.9209212,0,no,1,yes,no,0,0,0,non-fraudulent
3634250878,660.0832143,0,no,1,yes,no,0,0,0,non-fraudulent
5149899349,436.1227007,0,no,1,no,no,0,0,0,non-fraudulent
4979764046,391.2900033,0,no,1,no,no,0,0,0,non-fraudulent
4182757268,70.54453977,0,no,1,no,no,0,0,0,non-fraudulent
4361157500,892.0737616,50848.20441,no,0,yes,no,0,0,0,fraudulent
6122610392,831.8627613,49079.90292,no,0,yes,yes,0,0,0,fraudulent
5426200375,935.0104992,46750.52496,no,0,yes,yes,0,0,0,fraudulent
3884139657,808.2022141,46067.5262,no,0,yes,yes,0,0,0,fraudulent
3835542787,837.189105,43533.83346,no,0,yes,yes,0,0,0,fraudulent
6016034477,979.5699377,41141.93738,no,0,yes,yes,0,0,0,fraudulent
5516509929,807.7347087,40386.73544,no,0,yes,yes,0,0,0,fraudulent
4973310264,919.8808727,39554.87753,no,0,yes,yes,0,0,0,fraudulent
5862353618,720.7841274,38922.34288,no,0,yes,no,0,0,0,fraudulent
3498029973,679.9403346,38076.65874,no,0,yes,yes,0,0,0,fraudulent
4592811487,865.809278,36363.98968,no,0,yes,no,0,0,0,fraudulent
4933502657,615.5602077,36318.05225,no,0,yes,yes,0,0,0,fraudulent
5676841832,694.7347017,36126.20449,no,0,yes,no,0,0,0,fraudulent
4151187710,733.4911774,35941.06769,no,0,yes,yes,0,0,0,fraudulent
5150845822,875.3109328,35887.74824,no,0,yes,yes,0,0,0,fraudulent
5193134213,967.0755763,34814.72075,no,0,yes,yes,0,0,0,fraudulent
4871980109,883.3452074,34450.46309,no,0,yes,yes,0,0,0,fraudulent
5655572596,683.2697187,34163.48594,no,0,yes,yes,0,0,0,fraudulent
4691564176,630.3932778,34041.237,no,0,yes,yes,0,0,0,fraudulent
4734471000,832.603207,33304.12828,no,0,yes,yes,0,0,0,fraudulent
4205436781,581.9333833,33170.20285,no,0,yes,yes,0,0,0,fraudulent
4940039747,600.0949052,31805.02998,no,0,yes,yes,0,0,0,fraudulent
6403649379,805.5476019,31416.35647,no,0,yes,no,0,0,0,fraudulent
3958135740,681.5690311,31352.17543,no,0,yes,yes,0,0,0,fraudulent
4304266734,664.4396973,31228.66577,no,0,yes,no,0,0,0,fraudulent
4058823520,603.3792276,30772.34061,no,0,yes,no,0,0,0,fraudulent
5766730673,996.9899556,29909.69867,no,0,no,no,0,0,0,non-fraudulent
6449951909,990.6381759,29719.14528,no,0,no,no,0,0,0,non-fraudulent
4992442147,988.5118859,29655.35658,no,0,yes,no,0,0,0,non-fraudulent
4716195313,983.1285117,29493.85535,no,0,no,no,0,0,0,non-fraudulent
5438087941,498.4128013,29406.35528,no,0,yes,yes,0,0,0,fraudulent
6193755276,946.6447894,28399.34368,no,0,no,no,0,0,0,non-fraudulent
5385182093,965.965552,28013.00101,no,0,yes,no,0,0,0,non-fraudulent
3917890373,930.4314472,27912.94342,no,0,no,no,0,0,0,non-fraudulent
5614772190,818.1752923,27817.95994,no,0,yes,no,0,0,0,fraudulent
5383375668,923.9407719,27718.22316,no,0,no,no,0,0,0,non-fraudulent
4159896719,921.1322117,27633.96635,no,0,no,no,0,0,0,non-fraudulent
3392901760,948.2604521,27499.55311,no,0,yes,no,0,0,0,non-fraudulent
6248112923,946.7490621,27455.7228,no,0,no,no,0,0,0,non-fraudulent
3401041254,945.80618,27428.37922,no,0,no,no,0,0,0,non-fraudulent
3979301383,967.536767,27091.02948,no,0,no,no,0,0,0,non-fraudulent
3518422544,966.6480189,27066.14453,no,0,no,no,0,0,0,non-fraudulent
5881400706,932.4336525,27040.57592,no,0,no,no,0,0,0,non-fraudulent
5138208018,931.3528386,27009.23232,no,0,no,no,0,0,0,non-fraudulent
4165364368,999.1947062,26978.25707,no,0,no,no,0,0,0,non-fraudulent
3441115676,962.8074737,26958.60926,no,0,no,no,0,0,0,non-fraudulent
5016486359,961.6552077,26926.34582,no,0,no,no,0,0,0,non-fraudulent
4516411055,996.9843229,26918.57672,no,0,no,no,0,0,0,non-fraudulent
6185067689,896.1321167,26883.9635,no,0,no,no,0,0,0,non-fraudulent
3986383377,890.8021377,26724.06413,no,0,no,no,0,0,0,non-fraudulent
4912250925,952.4569628,26668.79496,no,0,no,no,0,0,0,non-fraudulent
6153496681,881.9505681,26458.51704,no,0,yes,no,0,0,0,non-fraudulent
6146695340,942.2286334,26382.40174,no,0,no,no,0,0,0,non-fraudulent
3364000461,900.8032314,26123.29371,no,0,no,no,0,0,0,non-fraudulent
4130182268,865.8621009,25975.86303,no,0,no,no,0,0,0,non-fraudulent
4427137431,720.1632813,25925.87813,no,0,yes,yes,0,0,0,fraudulent
3602850906,891.109389,25842.17228,no,0,no,no,0,0,0,non-fraudulent
5797107780,992.6494887,25808.88671,no,0,yes,no,0,0,0,fraudulent
6326408917,735.9010899,25756.53815,no,0,yes,yes,0,0,0,fraudulent
4114574519,572.3188104,25754.34647,no,0,yes,no,0,0,0,fraudulent
6001893064,985.2185067,25615.68117,no,0,no,no,0,0,0,non-fraudulent
5322937570,984.7940259,25604.64467,no,0,no,no,0,0,0,non-fraudulent
6291161670,654.8001656,25537.20646,no,0,yes,yes,0,0,0,fraudulent
6205841673,850.9000964,25527.00289,no,0,no,no,0,0,0,non-fraudulent
5467754324,910.9723222,25507.22502,no,0,no,no,0,0,0,non-fraudulent
4237889622,909.7522449,25473.06286,no,0,yes,no,0,0,0,non-fraudulent
6486055356,876.7139811,25424.70545,no,0,no,no,0,0,0,non-fraudulent
5871389581,873.8507539,25341.67186,no,0,no,no,0,0,0,non-fraudulent
6243703001,872.5401708,25303.66495,no,0,yes,no,0,0,0,non-fraudulent
6124002087,969.8049833,25214.92957,no,0,no,no,0,0,0,non-fraudulent
4825366301,929.9285374,25108.07051,no,0,no,no,0,0,0,non-fraudulent
5413686750,965.4525455,25101.76618,no,0,no,no,0,0,0,non-fraudulent
5139776398,895.2764837,25067.74154,no,0,no,no,0,0,0,non-fraudulent
6474181446,835.4975966,25064.9279,no,0,no,no,0,0,0,non-fraudulent
4490031511,923.5472785,24935.77652,no,0,no,no,0,0,0,non-fraudulent
4965333019,957.7868699,24902.45862,no,0,no,no,0,0,0,non-fraudulent
4175215462,957.7512359,24901.53213,no,0,no,no,0,0,0,non-fraudulent
5685703593,888.6081187,24881.02732,no,0,yes,no,0,0,0,non-fraudulent
4000762145,888.4625494,24876.95138,no,0,no,no,0,0,0,non-fraudulent
5959048901,920.7459531,24860.14073,no,0,no,no,0,0,0,non-fraudulent
4331069400,992.915038,24822.87595,no,0,no,no,0,0,0,non-fraudulent
4241853103,919.0079436,24813.21448,no,0,no,no,0,0,0,non-fraudulent
6139126408,986.6820773,24667.05193,no,0,no,no,0,0,0,non-fraudulent
4239506014,846.1388146,24538.02562,no,0,no,no,0,0,0,non-fraudulent
6169611791,978.951662,24473.79155,no,0,no,no,0,0,0,non-fraudulent
3881707989,873.5116077,24458.32502,no,0,no,no,0,0,0,non-fraudulent
4714741937,813.5464204,24406.39261,no,0,no,no,0,0,0,non-fraudulent
5033516914,870.7019544,24379.65472,no,0,no,no,0,0,0,non-fraudulent
4216556181,974.4316186,24360.79047,no,0,no,no,0,0,0,non-fraudulent
5370182401,866.3868295,24258.83123,no,0,no,no,0,0,0,non-fraudulent
4209927538,502.4951099,24119.76528,no,0,yes,no,0,0,0,fraudulent
3343565842,925.6920964,24067.99451,no,0,no,no,0,0,0,non-fraudulent
6231908262,855.9828314,23967.51928,no,0,no,no,0,0,0,non-fraudulent
6137597224,995.864063,23900.73751,no,0,no,no,0,0,0,non-fraudulent
6227518526,822.7269202,23859.08069,no,0,no,no,0,0,0,non-fraudulent
3581554883,954.0631233,23851.57808,no,0,no,no,0,0,0,non-fraudulent
4718242897,991.7614737,23802.27537,no,0,no,no,0,0,0,non-fraudulent
4218833431,818.435847,23734.63956,no,0,no,no,0,0,0,non-fraudulent
4322775829,946.2683771,23656.70943,no,0,no,no,0,0,0,non-fraudulent
5270082148,904.7367691,23523.156,no,0,no,no,0,0,0,non-fraudulent
6272804572,838.9937498,23491.82499,no,0,no,no,0,0,0,non-fraudulent
4870833599,404.716752,23473.57162,no,0,yes,no,0,0,0,fraudulent
5099518325,838.292564,23472.19179,no,0,no,no,0,0,0,non-fraudulent
5306888427,869.124003,23466.34808,no,0,no,no,0,0,0,non-fraudulent
5175909989,868.0253192,23436.68362,no,0,no,no,0,0,0,non-fraudulent
4859282412,806.9725803,23402.20483,no,0,no,no,0,0,0,non-fraudulent
5672806118,973.3795552,23361.10932,no,0,yes,no,0,0,0,non-fraudulent
6394558551,804.5421126,23331.72127,no,0,no,no,0,0,0,non-fraudulent
5699540824,776.5571053,23296.71316,no,0,no,no,0,0,0,non-fraudulent
3622897210,775.6426744,23269.28023,no,0,no,no,0,0,0,non-fraudulent
3678951139,828.3151135,23192.82318,no,0,yes,no,0,0,0,non-fraudulent
4526613276,799.1282845,23174.72025,no,0,no,no,0,0,0,non-fraudulent
6605959260,886.5549708,23050.42924,no,0,no,no,0,0,0,non-fraudulent
4098488129,853.271362,23038.32677,no,0,no,no,0,0,0,non-fraudulent
4154299431,510.4185708,22968.83569,no,0,yes,yes,0,0,0,fraudulent
5404135769,956.1507819,22947.61877,no,0,no,no,0,0,0,non-fraudulent
6370521492,954.4092788,22905.82269,no,0,yes,no,0,0,0,non-fraudulent
6311204587,878.2447348,22834.3631,no,0,no,no,0,0,0,non-fraudulent
5601732774,814.8957685,22817.08152,no,0,yes,no,0,0,0,non-fraudulent
5369952164,811.2393405,22714.70153,no,0,yes,no,0,0,0,non-fraudulent
6104264269,756.8345155,22705.03547,no,0,no,no,0,0,0,non-fraudulent
4797249662,944.257188,22662.17251,no,0,no,no,0,0,0,non-fraudulent
4925211699,780.7467332,22641.65526,no,0,no,no,0,0,0,non-fraudulent
6314157444,980.9750955,22562.4272,no,0,no,no,0,0,0,non-fraudulent
5134919048,867.770247,22562.02642,no,0,no,no,0,0,0,non-fraudulent
3531995557,835.164541,22549.44261,no,0,no,no,0,0,0,non-fraudulent
5057972551,775.3821889,22486.08348,no,0,no,no,0,0,0,non-fraudulent
4257130815,977.6033174,22484.8763,no,0,yes,no,0,0,0,non-fraudulent
5358975214,830.7162764,22429.33946,no,0,yes,no,0,0,0,non-fraudulent
4177152745,799.8988608,22397.1681,no,0,no,no,0,0,0,non-fraudulent
6293513581,799.2937744,22380.22568,no,0,no,no,0,0,0,non-fraudulent
3744723486,744.1241425,22323.72428,no,0,no,no,0,0,0,non-fraudulent
5259123670,858.5168817,22321.43892,no,0,yes,no,0,0,0,fraudulent
4693944514,742.1992012,22265.97604,no,0,no,no,0,0,0,non-fraudulent
4651683955,962.9263611,22147.30631,no,0,no,no,0,0,0,non-fraudulent
4383407202,922.110521,22130.6525,no,0,no,no,0,0,0,non-fraudulent
5296817853,760.151433,22044.39156,no,0,no,no,0,0,0,non-fraudulent
3870997193,846.8021176,22016.85506,no,0,no,no,0,0,0,non-fraudulent
3649263911,846.0664459,21997.72759,no,0,no,no,0,0,0,non-fraudulent
5823881444,955.1462062,21968.36274,no,0,no,no,0,0,0,non-fraudulent
4636280731,731.1548454,21934.64536,no,0,no,no,0,0,0,non-fraudulent
3359162473,444.9970144,21804.85371,no,0,yes,yes,0,0,0,fraudulent
3859811531,444.9309256,21801.61535,no,0,yes,no,0,0,0,fraudulent
5708922255,681.0673665,21794.15573,no,0,yes,yes,0,0,0,fraudulent
5246695272,751.0705198,21781.04507,no,0,no,no,0,0,0,non-fraudulent
4356552064,870.9205708,21773.01427,no,0,no,no,0,0,0,non-fraudulent
3613914338,946.6120554,21772.07727,no,0,no,no,0,0,0,non-fraudulent
4173436510,418.34977,21754.18804,no,0,yes,yes,0,0,0,fraudulent
3500328343,746.3343732,21643.69682,no,0,no,no,0,0,0,non-fraudulent
5742388267,941.0083382,21643.19178,no,0,no,no,0,0,0,non-fraudulent
4303142796,746.2391036,21640.934,no,0,yes,no,0,0,0,non-fraudulent
5656117724,432.7778058,21638.89029,no,0,yes,no,0,0,0,fraudulent
3992366567,900.7780755,21618.67381,no,0,no,no,0,0,0,non-fraudulent
3821685967,862.508324,21562.7081,no,0,no,no,0,0,0,non-fraudulent
6524227876,827.5099567,21515.25887,no,0,yes,no,0,0,0,non-fraudulent
5823832940,767.8942506,21501.03902,no,0,no,no,0,0,0,non-fraudulent
3732340651,716.4446716,21493.34015,no,0,no,no,0,0,0,non-fraudulent
4915245781,859.7247103,21493.11776,no,0,no,no,0,0,0,non-fraudulent
3964390673,767.3412058,21485.55376,no,0,no,no,0,0,0,non-fraudulent
6016473892,715.9887783,21479.66335,no,0,no,no,0,0,0,non-fraudulent
4682706242,975.8027201,21467.65984,no,0,no,no,0,0,0,non-fraudulent
3516097910,975.2536165,21455.57956,no,0,no,no,0,0,0,non-fraudulent
3815698527,765.5517243,21435.44828,no,0,no,no,0,0,0,non-fraudulent
3614959069,765.5377846,21435.05797,no,0,no,no,0,0,0,non-fraudulent
5755065824,824.3204168,21432.33084,no,0,no,no,0,0,0,non-fraudulent
6547422856,713.5067134,21405.2014,no,0,no,no,0,0,0,non-fraudulent
4535622185,731.4518728,21212.10431,no,0,no,no,0,0,0,non-fraudulent
6103851846,730.0435023,21171.26157,no,0,yes,no,0,0,0,non-fraudulent
5570080710,879.8709184,21116.90204,no,0,yes,no,0,0,0,non-fraudulent
5484670534,781.4563208,21099.32066,no,0,no,no,0,0,0,non-fraudulent
5085211012,810.839516,21081.82742,no,0,no,no,0,0,0,non-fraudulent
4435276489,751.865456,21052.23277,no,0,yes,no,0,0,0,non-fraudulent
5425772619,751.6452784,21046.0678,no,0,no,no,0,0,0,non-fraudulent
4971710225,808.2884546,21015.49982,no,0,no,no,0,0,0,non-fraudulent
4967865208,723.4853938,20981.07642,no,0,no,no,0,0,0,non-fraudulent
5025577967,805.380708,20939.89841,no,0,no,no,0,0,0,non-fraudulent
4074690951,950.4055516,20908.92214,no,0,no,no,0,0,0,non-fraudulent
5233228333,773.8973174,20895.22757,no,0,no,no,0,0,0,non-fraudulent
4082521658,720.274822,20887.96984,no,0,no,no,0,0,0,non-fraudulent
3456680998,744.439535,20844.30698,no,0,no,no,0,0,0,non-fraudulent
5897177757,905.331187,20822.6173,no,0,no,no,0,0,0,non-fraudulent
4780451210,946.4100885,20821.02195,no,0,no,no,0,0,0,non-fraudulent
6133607000,716.6125435,20781.76376,no,0,no,no,0,0,0,non-fraudulent
5924516708,940.367187,20688.07811,no,0,no,no,0,0,0,non-fraudulent
4009534478,765.1264699,20658.41469,no,0,no,no,0,0,0,non-fraudulent
4812355629,938.9729286,20657.40443,no,0,no,no,0,0,0,non-fraudulent
5090295894,938.0126078,20636.27737,no,0,no,no,0,0,0,non-fraudulent
3616518993,825.3938393,20634.84598,no,0,no,no,0,0,0,non-fraudulent
4153895227,710.1299289,20593.76794,no,0,no,no,0,0,0,non-fraudulent
5370020852,935.6087981,20583.39356,no,0,yes,no,0,0,0,non-fraudulent
6492243302,977.9022044,20535.94629,no,0,no,no,0,0,0,non-fraudulent
3857738576,854.1766719,20500.24013,no,0,no,no,0,0,0,non-fraudulent
3583430505,819.390729,20484.76823,no,0,no,no,0,0,0,non-fraudulent
4674942761,731.5084025,20482.23527,no,0,no,no,0,0,0,non-fraudulent
6512419860,930.3188898,20467.01558,no,0,no,no,0,0,0,non-fraudulent
4510694844,973.2891175,20439.07147,no,0,no,no,0,0,0,non-fraudulent
5596290358,929.0120296,20438.26465,no,0,no,no,0,0,0,non-fraudulent
6415549729,928.6229351,20429.70457,no,0,no,no,0,0,0,non-fraudulent
3434958979,674.5685349,20237.05605,no,0,no,no,0,0,0,non-fraudulent
6605004438,809.4813198,20237.033,no,0,no,no,0,0,0,non-fraudulent
4872782005,842.9595503,20231.02921,no,0,no,no,0,0,0,non-fraudulent
6540917016,957.1381659,20099.90148,no,0,no,no,0,0,0,non-fraudulent
5876723793,837.3455706,20096.29369,no,0,no,no,0,0,0,non-fraudulent
5953890481,956.7858535,20092.50292,no,0,no,no,0,0,0,non-fraudulent
4915488194,665.822582,19974.67746,no,0,no,no,0,0,0,non-fraudulent
5135958475,997.9676709,19959.35342,no,0,no,no,0,0,0,non-fraudulent
6160300261,796.9314329,19923.28582,no,0,no,no,0,0,0,non-fraudulent
5343027781,796.9051854,19922.62964,no,0,no,no,0,0,0,non-fraudulent
4797632930,686.2116803,19900.13873,no,0,no,no,0,0,0,non-fraudulent
5203076842,764.0983441,19866.55695,no,0,no,no,0,0,0,non-fraudulent
6139931192,347.7253025,19820.34224,no,0,yes,yes,0,0,0,fraudulent
3419080002,896.5871669,19724.91767,no,0,no,no,0,0,0,non-fraudulent
6546870499,729.1267595,19686.42251,no,0,no,no,0,0,0,non-fraudulent
4003902589,787.3743977,19684.35994,no,0,no,no,0,0,0,non-fraudulent
3739346624,935.1886516,19638.96168,no,0,no,no,0,0,0,non-fraudulent
5692295785,849.2597068,19532.97326,no,0,no,no,0,0,0,non-fraudulent
5720029371,672.271008,19495.85923,no,0,no,no,0,0,0,non-fraudulent
6050927380,748.5633725,19462.64769,no,0,no,no,0,0,0,non-fraudulent
4779098055,747.8380854,19443.79022,no,0,no,no,0,0,0,non-fraudulent
6539938485,808.7891121,19410.93869,no,0,no,no,0,0,0,non-fraudulent
5566467426,924.2411777,19409.06473,no,0,no,no,0,0,0,non-fraudulent
6182844692,843.73845,19405.98435,no,0,no,no,0,0,0,non-fraudulent
5760944008,840.7247591,19336.66946,no,0,yes,no,0,0,0,non-fraudulent
6383814802,840.0307287,19320.70676,no,0,no,no,0,0,0,non-fraudulent
5117166927,738.6404865,19204.65265,no,0,no,no,0,0,0,non-fraudulent
3369503548,797.6814921,19144.35581,no,0,no,no,0,0,0,non-fraudulent
3483261554,659.8070713,19134.40507,no,0,no,no,0,0,0,non-fraudulent
4405219716,658.6240507,19100.09747,no,0,no,no,0,0,0,non-fraudulent
4773283826,636.1971932,19085.9158,no,0,no,no,0,0,0,non-fraudulent
6419578104,908.222619,19072.675,no,0,no,no,0,0,0,non-fraudulent
4433849217,952.9137384,19058.27477,no,0,yes,no,0,0,0,non-fraudulent
3938462850,499.6241664,18985.71832,no,0,yes,yes,0,0,0,fraudulent
5011093107,823.9308066,18950.40855,no,0,no,no,0,0,0,non-fraudulent
5299087393,653.1844167,18942.34808,no,0,no,no,0,0,0,non-fraudulent
5950698585,901.5686162,18932.94094,no,0,no,no,0,0,0,non-fraudulent
3382903731,788.6774125,18928.2579,no,0,no,no,0,0,0,non-fraudulent
4240669276,429.8207641,18912.11362,no,0,yes,no,0,0,0,fraudulent
4091501588,994.9872011,18904.75682,no,0,no,no,0,0,0,non-fraudulent
5167444866,674.5997301,18888.79244,no,0,no,no,0,0,0,non-fraudulent
3519472772,628.7312042,18861.93613,no,0,no,no,0,0,0,non-fraudulent
5007677961,992.2760834,18853.24558,no,0,no,no,0,0,0,non-fraudulent
5146783538,784.1717618,18820.12228,no,0,yes,no,0,0,0,non-fraudulent
6498967089,939.0183637,18780.36727,no,0,no,no,0,0,0,non-fraudulent
5748576246,722.2857293,18779.42896,no,0,no,no,0,0,0,non-fraudulent
3892666722,987.8902484,18769.91472,no,0,no,no,0,0,0,non-fraudulent
6544201089,695.1718446,18769.6398,no,0,no,no,0,0,0,non-fraudulent
3343183606,748.9456577,18723.64144,no,0,no,no,0,0,0,non-fraudulent
6484758345,984.4714264,18704.9571,no,0,no,no,0,0,0,non-fraudulent
5178743194,934.2739783,18685.47957,no,0,no,no,0,0,0,non-fraudulent
3392483844,810.3804191,18638.74964,no,0,no,no,0,0,0,non-fraudulent
5230316426,641.7236824,18609.98679,no,0,no,no,0,0,0,non-fraudulent
5417253398,843.5411337,18557.90494,no,0,no,no,0,0,0,non-fraudulent
5721916566,713.0845649,18540.19869,no,0,no,no,0,0,0,non-fraudulent
6446161554,686.5583643,18537.07584,no,0,no,no,0,0,0,non-fraudulent
3769223968,770.8186889,18499.64853,no,0,no,no,0,0,0,non-fraudulent
5031507967,710.6938208,18478.03934,no,0,no,no,0,0,0,non-fraudulent
4261995123,769.8602607,18476.64626,no,0,no,no,0,0,0,non-fraudulent
4954138572,614.9411475,18448.23443,no,0,no,no,0,0,0,non-fraudulent
6157702037,969.4040226,18418.67643,no,0,yes,no,0,0,0,non-fraudulent
3819564866,656.3685964,18378.3207,no,0,no,no,0,0,0,non-fraudulent
4297088362,706.7054436,18374.34153,no,0,no,no,0,0,0,non-fraudulent
6168888541,653.969653,18311.15028,no,0,no,no,0,0,0,non-fraudulent
3884128397,631.3324317,18308.64052,no,0,no,no,0,0,0,non-fraudulent
5793335602,871.7108647,18305.92816,no,0,no,no,0,0,0,non-fraudulent
5686467663,732.0550602,18301.37651,no,0,no,no,0,0,0,non-fraudulent
6034686275,762.1851747,18292.44419,no,0,no,no,0,0,0,non-fraudulent
5975391632,962.0606281,18279.15193,no,0,no,no,0,0,0,non-fraudulent
5696740905,725.7007233,18142.51808,no,0,no,no,0,0,0,non-fraudulent
3396089333,904.0919615,18081.83923,no,0,no,no,0,0,0,non-fraudulent
3932883691,645.07165,18062.0062,no,0,yes,no,0,0,0,non-fraudulent
3991804875,902.3932677,18047.86535,no,0,no,no,0,0,0,non-fraudulent
5037335286,998.3917078,17971.05074,no,0,yes,no,0,0,0,non-fraudulent
6120580636,745.6065564,17894.55735,no,0,no,no,0,0,0,non-fraudulent
3964826054,686.8247506,17857.44352,no,0,yes,no,0,0,0,non-fraudulent
